Time,Label,Frame
550.48,u10.png,33029
552.524,u11.png,33151
554.604,u12.png,33276
556.648,u13.png,33399
558.704,u14.png,33522
560.82,u15.png,33649
562.84,u16.png,33770
565.024,u17.png,33901
567.072,u18.png,34024
569.2,u19.png,34152
571.212,u20.png,34273
573.24,u21.png,34394
575.308,u22.png,34518
577.332,u23.png,34640
579.392,u24.png,34764
581.492,u25.png,34890
583.6,u26.png,35016
585.68,u27.png,35141
587.72,u28.png,35263
589.82,u29.png,35389
591.928,u30.png,35516
593.964,u31.png,35638
595.984,u32.png,35759
597.996,u33.png,35880
600.064,u34.png,36004
602.072,u35.png,36124
604.148,u36.png,36249
606.208,u37.png,36372
608.22,u38.png,36493
610.292,u39.png,36618
612.364,u40.png,36742
614.436,u41.png,36866
616.544,u42.png,36993
618.6,u43.png,37116
620.684,u44.png,37241
622.78,u45.png,37367
624.784,u46.png,37487
626.892,u47.png,37614
628.904,u48.png,37734
630.944,u49.png,37857
633.036,u50.png,37982
635.128,u51.png,38108
637.12,u52.png,38227
639.16,u53.png,38350
641.196,u54.png,38472
643.236,u55.png,38594
645.308,u56.png,38718
647.316,u57.png,38839
649.416,u58.png,38965
651.524,u59.png,39091
653.552,u60.png,39213
655.624,u61.png,39337
657.628,u62.png,39458
659.652,u63.png,39579
661.628,u64.png,39698
663.664,u65.png,39820
665.632,u66.png,39938
667.676,u67.png,40061
669.692,u68.png,40182
671.724,u69.png,40303
673.756,u70.png,40425
675.804,u71.png,40548
677.844,u72.png,40671
679.832,u73.png,40790
681.824,u74.png,40909
683.78,u75.png,41027
685.828,u76.png,41150
687.828,u77.png,41270
689.856,u78.png,41391
691.956,u79.png,41517
693.988,u80.png,41639
695.996,u81.png,41760
697.996,u82.png,41880
699.912,u83.png,41995
701.932,u84.png,42116
704.044,u85.png,42243
706.024,u86.png,42361
708.04,u87.png,42482
710.1,u88.png,42606
712.116,u89.png,42727
714.116,u90.png,42847
716.128,u91.png,42968
718.112,u92.png,43087
720.156,u93.png,43209
722.128,u94.png,43328
724.136,u95.png,43448
726.124,u96.png,43567
728.104,u97.png,43686
730.408,u98.png,43824
732.476,u99.png,43949
734.528,u100.png,44072
761.92,e1.png,45715
763.856,e2.png,45831
765.936,e3.png,45956
767.944,e4.png,46077
769.988,e5.png,46199
772.048,e6.png,46323
774.144,e7.png,46449
776.248,e8.png,46575
778.296,e9.png,46698
780.46,e10.png,46828
782.62,e11.png,46957
784.728,e12.png,47084
786.812,e13.png,47209
788.864,e14.png,47332
790.904,e15.png,47454
792.952,e16.png,47577
795.068,e17.png,47704
797.176,e18.png,47831
799.284,e19.png,47957
801.38,e20.png,48083
803.408,e21.png,48204
805.428,e22.png,48326
807.48,e23.png,48449
809.616,e24.png,48577
811.696,e25.png,48702
813.72,e26.png,48823
815.788,e27.png,48947
817.876,e28.png,49073
819.928,e29.png,49196
822.036,e30.png,49322
824.076,e31.png,49445
826.196,e32.png,49572
828.232,e33.png,49694
830.304,e34.png,49818
832.36,e35.png,49942
834.34,e36.png,50060
836.384,e37.png,50183
838.368,e38.png,50302
840.388,e39.png,50423
842.412,e40.png,50545
844.456,e41.png,50667
846.492,e42.png,50790
848.532,e43.png,50912
850.588,e44.png,51035
852.676,e45.png,51161
854.716,e46.png,51283
856.784,e47.png,51407
858.816,e48.png,51529
860.904,e49.png,51654
862.896,e50.png,51774
864.896,e51.png,51894
866.988,e52.png,52019
869.14,e53.png,52148
871.184,e54.png,52271
873.228,e55.png,52394
875.248,e56.png,52515
877.376,e57.png,52643
879.488,e58.png,52769
881.588,e59.png,52895
883.652,e60.png,53019
885.708,e61.png,53142
887.764,e62.png,53266
889.84,e63.png,53390
892.1,e64.png,53526
894.136,e65.png,53648
896.164,e66.png,53770
898.204,e67.png,53892
900.22,e68.png,54013
902.292,e69.png,54138
904.368,e70.png,54262
906.448,e71.png,54387
908.552,e72.png,54513
910.616,e73.png,54637
912.688,e74.png,54761
914.74,e75.png,54884
916.804,e76.png,55008
918.844,e77.png,55131
920.936,e78.png,55256
922.96,e79.png,55378
925.056,e80.png,55503
927.1,e81.png,55626
929.136,e82.png,55748
931.296,e83.png,55878
933.336,e84.png,56000
935.42,e85.png,56125
937.444,e86.png,56247
939.504,e87.png,56370
941.552,e88.png,56493
943.712,e89.png,56623
945.776,e90.png,56747
947.764,e91.png,56866
949.768,e92.png,56986
951.788,e93.png,57107
953.844,e94.png,57231
955.852,e95.png,57351
957.876,e96.png,57473
959.892,e97.png,57594
961.984,e98.png,57719
964.016,e99.png,57841
966.068,e100.png,57964
999.732,o1.png,59984
1001.752,o2.png,60105
1003.76,o3.png,60226
1005.724,o4.png,60343
1007.748,o5.png,60465
1009.756,o6.png,60585
1011.856,o7.png,60711
1013.864,o8.png,60832
1015.944,o9.png,60957
1017.952,o10.png,61077
1020.072,o11.png,61204
1022.08,o12.png,61325
1024.148,o13.png,61449
1026.216,o14.png,61573
1028.288,o15.png,61697
1030.344,o16.png,61821
1032.36,o17.png,61942
1034.412,o18.png,62065
1036.4,o19.png,62184
1038.444,o20.png,62307
1040.448,o21.png,62427
1042.488,o22.png,62549
1044.528,o23.png,62672
1046.548,o24.png,62793
1048.568,o25.png,62914
1050.648,o26.png,63039
1052.688,o27.png,63161
1054.788,o28.png,63287
1056.872,o29.png,63412
1058.832,o30.png,63530
1060.844,o31.png,63651
1062.872,o32.png,63772
1064.78,o33.png,63887
1066.808,o34.png,64008
1068.744,o35.png,64125
1070.672,o36.png,64240
1072.68,o37.png,64361
1074.644,o38.png,64479
1076.652,o39.png,64599
1078.656,o40.png,64719
1080.696,o41.png,64842
1082.64,o42.png,64958
1084.64,o43.png,65078
1086.688,o44.png,65201
1088.732,o45.png,65324
1090.728,o46.png,65444
1092.756,o47.png,65565
1094.78,o48.png,65687
1096.756,o49.png,65805
1098.78,o50.png,65927
1100.824,o51.png,66049
1102.8,o52.png,66168
1104.812,o53.png,66289
1106.84,o54.png,66410
1108.868,o55.png,66532
1110.908,o56.png,66654
1112.904,o57.png,66774
1114.932,o58.png,66896
1116.912,o59.png,67015
1118.908,o60.png,67134
1120.984,o61.png,67259
1123.044,o62.png,67383
1125.068,o63.png,67504
1127.112,o64.png,67627
1129.136,o65.png,67748
1131.14,o66.png,67868
1133.192,o67.png,67992
1135.248,o68.png,68115
1137.268,o69.png,68236
1139.28,o70.png,68357
1141.272,o71.png,68476
1143.252,o72.png,68595
1145.288,o73.png,68717
1147.296,o74.png,68838
1149.344,o75.png,68961
1151.404,o76.png,69084
1153.448,o77.png,69207
1155.424,o78.png,69325
1157.396,o79.png,69444
1159.44,o80.png,69566
1161.488,o81.png,69689
1163.536,o82.png,69812
1165.568,o83.png,69934
1167.58,o84.png,70055
1169.588,o85.png,70175
1171.788,o86.png,70307
1173.744,o87.png,70425
1180.328,o88.png,70820
1182.28,o89.png,70937
1184.3,o90.png,71058
1186.316,o91.png,71179
1188.352,o92.png,71301
1190.368,o93.png,71422
1192.428,o94.png,71546
1194.452,o95.png,71667
1196.436,o96.png,71786
1198.456,o97.png,71907
1200.524,o98.png,72031
1202.616,o99.png,72157
1204.708,o100.png,72282
1232.552,schwa1.png,73953
1234.44,schwa2.png,74066
1236.472,schwa3.png,74188
1238.416,schwa4.png,74305
1240.368,schwa5.png,74422
1242.316,schwa6.png,74539
1244.3,schwa7.png,74658
1246.3,schwa8.png,74778
1248.284,schwa9.png,74897
1250.328,schwa10.png,75020
1252.3,schwa11.png,75138
1254.304,schwa12.png,75258
1256.36,schwa13.png,75382
1258.356,schwa14.png,75501
1260.348,schwa15.png,75621
1262.3,schwa16.png,75738
1264.292,schwa17.png,75858
1266.268,schwa18.png,75976
1268.192,schwa19.png,76092
1270.196,schwa20.png,76212
1272.156,schwa21.png,76329
1274.164,schwa22.png,76450
1276.164,schwa23.png,76570
1278.136,schwa24.png,76688
1280.096,schwa25.png,76806
1282.08,schwa26.png,76925
1284.052,schwa27.png,77043
1285.996,schwa28.png,77160
1287.952,schwa29.png,77277
1289.864,schwa30.png,77392
1291.8,schwa31.png,77508
1293.704,schwa32.png,77622
1295.696,schwa33.png,77742
1297.664,schwa34.png,77860
1299.628,schwa35.png,77978
1301.628,schwa36.png,78098
1303.624,schwa37.png,78217
1305.636,schwa38.png,78338
1307.624,schwa39.png,78457
1309.68,schwa40.png,78581
1311.596,schwa41.png,78696
1313.548,schwa42.png,78813
1315.444,schwa43.png,78927
1317.332,schwa44.png,79040
1319.312,schwa45.png,79159
1321.256,schwa46.png,79275
1323.224,schwa47.png,79393
1325.144,schwa48.png,79509
1327.092,schwa49.png,79626
1329.032,schwa50.png,79742
1331.04,schwa51.png,79862
1332.988,schwa52.png,79979
1334.952,schwa53.png,80097
1336.964,schwa54.png,80218
1338.916,schwa55.png,80335
1340.884,schwa56.png,80453
1342.856,schwa57.png,80571
1344.888,schwa58.png,80693
1346.844,schwa59.png,80811
1348.828,schwa60.png,80930
1350.88,schwa61.png,81053
1352.904,schwa62.png,81174
1354.86,schwa63.png,81292
1356.848,schwa64.png,81411
1358.896,schwa65.png,81534
1360.884,schwa66.png,81653
1362.856,schwa67.png,81771
1364.896,schwa68.png,81894
1366.948,schwa69.png,82017
1368.944,schwa70.png,82137
1370.98,schwa71.png,82259
1372.988,schwa72.png,82379
1375.044,schwa73.png,82503
1377.008,schwa74.png,82620
1379.02,schwa75.png,82741
1381.004,schwa76.png,82860
1382.984,schwa77.png,82979
1385.004,schwa78.png,83100
1387.004,schwa79.png,83220
1389.62,schwa80.png,83377
1391.556,schwa81.png,83493
1393.492,schwa82.png,83610
1395.42,schwa83.png,83725
1397.488,schwa84.png,83849
1399.464,schwa85.png,83968
1401.408,schwa86.png,84084
1403.352,schwa87.png,84201
1405.356,schwa88.png,84321
1407.372,schwa89.png,84442
1409.34,schwa90.png,84560
1411.288,schwa91.png,84677
1413.224,schwa92.png,84793
1415.132,schwa93.png,84908
1417.128,schwa94.png,85028
1419.048,schwa95.png,85143
1421.032,schwa96.png,85262
1422.98,schwa97.png,85379
1424.928,schwa98.png,85496
1426.924,schwa99.png,85615
1429.008,schwa100.png,85740
